	text	pos
2653	선물을	[('선물', 'NNG'), ('을', 'JKO')]
2654	지시를	[('지시', 'NNG'), ('를', 'JKO')]
2655	이하로	[('이하', 'NNG'), ('로', 'JKB')]
2656	##가들은	[('#', 'SW'), ('#', 'SW'), ('가', 'NNG'), ('들', 'XSN'), ('은', 'JX')]
2657	최소한의	[('최소한', 'NNG'), ('의', 'JKG')]
2658	무대를	[('무대', 'NNG'), ('를', 'JKO')]
2659	정기적으로	[('정기', 'NNG'), ('적', 'XSN'), ('으로', 'JKB')]
2660	거예요	[('거', 'NNB'), ('예', 'NNG'), ('요', 'JX')]
2661	죽음의	[('죽음', 'NNG'), ('의', 'JKG')]
2662	공부를	[('공부', 'NNG'), ('를', 'JKO')]
2663	친구들과	[('친구', 'NNG'), ('들', 'XSN'), ('과', 'JC')]
2664	##게요	[('#', 'SW'), ('#', 'SW'), ('게', 'NNG'), ('요', 'JX')]
2665	부총리는	[('부총리', 'NNP'), ('는', 'JX')]
2666	않기로	[('않', 'VX'), ('기', 'ETN'), ('로', 'JKB')]
2667	내년에	[('내년', 'NNG'), ('에', 'JKB')]
2668	##자들에	[('#', 'SW'), ('#', 'SW'), ('자', 'NNB'), ('들', 'XSN'), ('에', 'JKB')]
2669	제품에	[('제품', 'NNG'), ('에', 'JKB')]
2670	내년부터	[('내년', 'NNG'), ('부터', 'JX')]
2671	무게를	[('무게', 'NNG'), ('를', 'JKO')]
2672	선수들의	[('선수', 'NNG'), ('들', 'XSN'), ('의', 'JKG')]
2673	혼란을	[('혼란', 'NNG'), ('을', 'JKO')]
2674	##병의	[('#', 'SW'), ('#', 'SW'), ('병', 'NNG'), ('의', 'JKG')]
2675	삼성은	[('삼성', 'NNP'), ('은', 'JX')]
2676	전두	[('전', 'NNG'), ('두', 'JX')]
2677	인생을	[('인생', 'NNG'), ('을', 'JKO')]
2678	위원장의	[('위원장', 'NNG'), ('의', 'JKG')]
2679	우려도	[('우려', 'NNG'), ('도', 'JX')]
2680	##나가는	[('#', 'SW'), ('#', 'SW'), ('나가', 'NNP'), ('는', 'JX')]
2681	팬들의	[('팬', 'NNG'), ('들', 'XSN'), ('의', 'JKG')]
2682	제목의	[('제목', 'NNG'), ('의', 'JKG')]
2683	부의	[('부', 'NNG'), ('의', 'JKG')]
2684	##지역의	[('#', 'SW'), ('#', 'SW'), ('지역', 'NNP'), ('의', 'JKG')]
2685	##라인을	[('#', 'SW'), ('#', 'SW'), ('라인', 'NNP'), ('을', 'JKO')]
2686	모델로	[('모델', 'NNG'), ('로', 'JKB')]
2687	밑에	[('밑', 'NNG'), ('에', 'JKB')]
2688	거기서	[('거기', 'NP'), ('서', 'JKB')]
2689	프로그램에	[('프로그램', 'NNG'), ('에', 'JKB')]
2690	근처에서	[('근처', 'NNG'), ('에서', 'JKB')]
2691	연기를	[('연기', 'NNG'), ('를', 'JKO')]
2692	이의	[('이', 'NP'), ('의', 'JKG')]
2693	##우와	[('#', 'SW'), ('#', 'SW'), ('우', 'NNP'), ('와', 'JC')]
2694	역사의	[('역사', 'NNG'), ('의', 'JKG')]
2695	아들의	[('아들', 'NNG'), ('의', 'JKG')]
2696	영감을	[('영감', 'NNG'), ('을', 'JKO')]
2697	##명에게	[('#', 'SW'), ('#', 'SW'), ('명', 'NNB'), ('에게', 'JKB')]
2698	지방의	[('지방', 'NNG'), ('의', 'JKG')]
2699	##사항을	[('#', 'SW'), ('#', 'SW'), ('사항', 'NNG'), ('을', 'JKO')]
2700	도입을	[('도입', 'NNG'), ('을', 'JKO')]
2701	##번호를	[('#', 'SW'), ('#', 'SW'), ('번호', 'NNG'), ('를', 'JKO')]
2702	##내에서	[('#', 'SW'), ('#', 'SW'), ('내', 'NP'), ('에서', 'JKB')]
2703	프로젝트를	[('프로젝트', 'NNG'), ('를', 'JKO')]
2704	##권도	[('#', 'SW'), ('#', 'SW'), ('권', 'NNP'), ('도', 'JX')]
2705	##들보다	[('#', 'SW'), ('#', 'SW'), ('들', 'XSN'), ('보다', 'JKB')]
2706	사회에서	[('사회', 'NNG'), ('에서', 'JKB')]
2707	언론은	[('언론', 'NNG'), ('은', 'JX')]
2708	박씨는	[('박', 'NNP'), ('씨', 'NNB'), ('는', 'JX')]
2709	것들을	[('것', 'NNB'), ('들', 'XSN'), ('을', 'JKO')]
2710	콜로	[('콜', 'NNG'), ('로', 'JKB')]
2711	국제사회의	[('국제', 'NNG'), ('사회', 'NNG'), ('의', 'JKG')]
2712	승리로	[('승리', 'NNG'), ('로', 'JKB')]
2713	##판으로	[('#', 'SW'), ('#', 'SW'), ('판', 'NNP'), ('으로', 'JKB')]
2714	환자는	[('환자', 'NNG'), ('는', 'JX')]
2715	금액을	[('금액', 'NNG'), ('을', 'JKO')]
2716	##더러	[('#', 'SW'), ('#', 'SW'), ('더러', 'JKB')]
2717	현실적으로	[('현실', 'NNG'), ('적', 'XSN'), ('으로', 'JKB')]
2718	분석도	[('분석', 'NNG'), ('도', 'JX')]
2719	정책의	[('정책', 'NNG'), ('의', 'JKG')]
2720	##디를	[('#', 'SW'), ('#', 'SW'), ('디', 'NNP'), ('를', 'JKO')]
2721	국회를	[('국회', 'NNG'), ('를', 'JKO')]
2722	##차와	[('#', 'SW'), ('#', 'SW'), ('차', 'NNP'), ('와', 'JC')]
2723	차이는	[('차이', 'NNG'), ('는', 'JX')]
2724	##과정을	[('#', 'SW'), ('#', 'SW'), ('과정', 'NNG'), ('을', 'JKO')]
2725	##때는	[('#', 'SW'), ('#', 'SW'), ('때', 'NNG'), ('는', 'JX')]
2726	##따라	[('#', 'SW'), ('#', 'SW'), ('따라', 'JX')]
2727	앞으로는	[('앞으로', 'NNP'), ('는', 'JX')]
2728	필요는	[('필요', 'NNG'), ('는', 'JX')]
2729	이번에도	[('이번', 'NNG'), ('에', 'JKB'), ('도', 'JX')]
2730	부모의	[('부모', 'NNG'), ('의', 'JKG')]
2731	조사는	[('조사', 'NNG'), ('는', 'JX')]
2732	쪽에	[('쪽', 'NNB'), ('에', 'JKB')]
2733	장관을	[('장관', 'NNG'), ('을', 'JKO')]
2734	되기도	[('되', 'VV'), ('기', 'ETN'), ('도', 'JX')]
2735	##발로	[('#', 'SW'), ('#', 'SW'), ('발', 'NNG'), ('로', 'JKB')]
2736	중에서는	[('중', 'NNB'), ('에서', 'JKB'), ('는', 'JX')]
2737	언론의	[('언론', 'NNG'), ('의', 'JKG')]
2738	소재로	[('소재', 'NNG'), ('로', 'JKB')]
2739	##명에서	[('#', 'SW'), ('#', 'SW'), ('명', 'NNB'), ('에서', 'JKB')]
2740	아이디어를	[('아이디어', 'NNG'), ('를', 'JKO')]
2741	빼돌	[('빼', 'VV'), ('어도', 'EC'), ('ㄹ', 'JKO')]
2742	##린의	[('#', 'SW'), ('#', 'SW'), ('린', 'NNP'), ('의', 'JKG')]
2743	##원들의	[('#', 'SW'), ('#', 'SW'), ('원', 'NNB'), ('들', 'XSN'), ('의', 'JKG')]
2744	인근에	[('인근', 'NNG'), ('에', 'JKB')]
2745	역을	[('역', 'NNG'), ('을', 'JKO')]
2746	책은	[('책', 'NNG'), ('은', 'JX')]
2747	결정은	[('결정', 'NNG'), ('은', 'JX')]
2748	##신과	[('#', 'SW'), ('#', 'SW'), ('신', 'NNP'), ('과', 'JC')]
2749	연구는	[('연구', 'NNG'), ('는', 'JX')]
2750	##축을	[('#', 'SW'), ('#', 'SW'), ('축', 'NNG'), ('을', 'JKO')]
2751	거다	[('거', 'NNB'), ('다', 'JX')]
2752	자세를	[('자세', 'NNG'), ('를', 'JKO')]
2753	업계의	[('업계', 'NNG'), ('의', 'JKG')]
2754	전국적으로	[('전국', 'NNG'), ('적', 'XSN'), ('으로', 'JKB')]
2755	형태를	[('형태', 'NNG'), ('를', 'JKO')]
2756	##병은	[('#', 'SW'), ('#', 'SW'), ('병', 'NNG'), ('은', 'JX')]
2757	나머지는	[('나머지', 'NNG'), ('는', 'JX')]
2758	해를	[('해', 'NNG'), ('를', 'JKO')]
2759	##소리를	[('#', 'SW'), ('#', 'SW'), ('소리', 'NNP'), ('를', 'JKO')]
2760	A씨의	[('A', 'SL'), ('씨', 'NNB'), ('의', 'JKG')]
2761	정권을	[('정권', 'NNG'), ('을', 'JKO')]
2762	표를	[('표', 'NNG'), ('를', 'JKO')]
2763	경우를	[('경우', 'NNG'), ('를', 'JKO')]
2764	관계는	[('관계', 'NNG'), ('는', 'JX')]
2765	인물로	[('인물', 'NNG'), ('로', 'JKB')]
2766	아버지를	[('아버지', 'NNG'), ('를', 'JKO')]
2767	바람을	[('바람', 'NNG'), ('을', 'JKO')]
2768	##에서다	[('#', 'SW'), ('#', 'SW'), ('에서', 'JKB'), ('다', 'JX')]
2769	여자는	[('여자', 'NNG'), ('는', 'JX')]
2770	조금만	[('조금', 'NNG'), ('만', 'JX')]
2771	##립을	[('#', 'SW'), ('#', 'SW'), ('립', 'NNG'), ('을', 'JKO')]
2772	감옥에	[('감옥', 'NNG'), ('에', 'JKB')]
2773	##기간을	[('#', 'SW'), ('#', 'SW'), ('기간', 'NNP'), ('을', 'JKO')]
2774	##산에서	[('#', 'SW'), ('#', 'SW'), ('산', 'NNG'), ('에서', 'JKB')]
2775	##병에	[('#', 'SW'), ('#', 'SW'), ('병', 'NNG'), ('에', 'JKB')]
2776	매출은	[('매출', 'NNG'), ('은', 'JX')]
2777	##대회에서	[('#', 'SW'), ('#', 'SW'), ('대회', 'NNG'), ('에서', 'JKB')]
2778	##루는	[('#', 'SW'), ('#', 'SW'), ('루', 'JKB'), ('는', 'JX')]
2779	예로	[('예', 'NNG'), ('로', 'JKB')]
2780	대상에	[('대상', 'NNG'), ('에', 'JKB')]
2781	교수의	[('교수', 'NNG'), ('의', 'JKG')]
2782	법의	[('법', 'NNG'), ('의', 'JKG')]
2783	북한과	[('북한', 'NNP'), ('과', 'JC')]
2784	##통에	[('#', 'SW'), ('#', 'SW'), ('통', 'NNG'), ('에', 'JKB')]
2785	의미다	[('의미', 'NNG'), ('다', 'JX')]
2786	차량에	[('차량', 'NNG'), ('에', 'JKB')]
2787	법에	[('법', 'NNG'), ('에', 'JKB')]
2788	##a의	[('#', 'SW'), ('#', 'SW'), ('a', 'SL'), ('의', 'JKG')]
2789	##하고도	[('#', 'SW'), ('#', 'SW'), ('하고', 'JKB'), ('도', 'JX')]
2790	뉴스를	[('뉴스', 'NNG'), ('를', 'JKO')]
2791	##타와	[('#', 'SW'), ('#', 'SW'), ('타', 'NNG'), ('와', 'JC')]
2792	총선을	[('총선', 'NNG'), ('을', 'JKO')]
2793	청와대에서	[('청와대', 'NNP'), ('에서', 'JKB')]
2794	##측의	[('#', 'SW'), ('#', 'SW'), ('측', 'NNB'), ('의', 'JKG')]
2795	도시를	[('도시', 'NNG'), ('를', 'JKO')]
2796	##오로	[('#', 'SW'), ('#', 'SW'), ('오', 'NNP'), ('로', 'JKB')]
2797	회담을	[('회담', 'NNG'), ('을', 'JKO')]
2798	있기에	[('있', 'VV'), ('기', 'ETN'), ('에', 'JKB')]
2799	캠페인을	[('캠페인', 'NNG'), ('을', 'JKO')]
2800	남성은	[('남성', 'NNG'), ('은', 'JX')]
2801	하나다	[('하나', 'NR'), ('다', 'JX')]
2802	팀에	[('팀', 'NNG'), ('에', 'JKB')]
2803	비율을	[('비율', 'NNG'), ('을', 'JKO')]
2804	모의	[('모', 'NNG'), ('의', 'JKG')]
2805	게임에서	[('게임', 'NNG'), ('에서', 'JKB')]
2806	전문가들의	[('전문가', 'NNG'), ('들', 'XSN'), ('의', 'JKG')]
2807	세력을	[('세력', 'NNG'), ('을', 'JKO')]
2808	##글로	[('#', 'SW'), ('#', 'SW'), ('글', 'NNG'), ('로', 'JKB')]
2809	##속으로	[('#', 'SW'), ('#', 'SW'), ('속', 'NNG'), ('으로', 'JKB')]
2810	피해자의	[('피해자', 'NNG'), ('의', 'JKG')]
2811	거리에서	[('거리', 'NNG'), ('에서', 'JKB')]
2812	데에	[('데', 'NNB'), ('에', 'JKB')]
2813	뭐야	[('뭐', 'NP'), ('야', 'JX')]
2814	용도로	[('용도', 'NNG'), ('로', 'JKB')]
2815	##개에	[('#', 'SW'), ('#', 'SW'), ('개', 'NNB'), ('에', 'JKB')]
2816	작가는	[('작가', 'NNG'), ('는', 'JX')]
2817	서로를	[('서로', 'NNG'), ('를', 'JKO')]
2818	군대를	[('군대', 'NNG'), ('를', 'JKO')]
2819	##파와	[('#', 'SW'), ('#', 'SW'), ('파', 'NNP'), ('와', 'JC')]
2820	국가는	[('국가', 'NNG'), ('는', 'JX')]
2821	존재를	[('존재', 'NNG'), ('를', 'JKO')]
2822	그곳에서	[('그곳', 'NP'), ('에서', 'JKB')]
2823	사항은	[('사항', 'NNG'), ('은', 'JX')]
2824	##사업에	[('#', 'SW'), ('#', 'SW'), ('사업', 'NNP'), ('에', 'JKB')]
2825	작전을	[('작전', 'NNG'), ('을', 'JKO')]
2826	견해를	[('견해', 'NNG'), ('를', 'JKO')]
2827	환자를	[('환자', 'NNG'), ('를', 'JKO')]
2828	목적을	[('목적', 'NNG'), ('을', 'JKO')]
2829	데미지를	[('데미지', 'NNP'), ('를', 'JKO')]
2830	때와	[('때', 'NNG'), ('와', 'JC')]
2831	##용의	[('#', 'SW'), ('#', 'SW'), ('용', 'XSN'), ('의', 'JKG')]
2832	춤을	[('춤', 'NNG'), ('을', 'JKO')]
2833	혐의에	[('혐의', 'NNG'), ('에', 'JKB')]
2834	방식은	[('방식', 'NNG'), ('은', 'JX')]
2835	남성의	[('남성', 'NNG'), ('의', 'JKG')]
2836	곡을	[('곡', 'NNG'), ('을', 'JKO')]
2837	직원은	[('직원', 'NNG'), ('은', 'JX')]
2838	당신을	[('당신', 'NP'), ('을', 'JKO')]
2839	비용은	[('비용', 'NNG'), ('은', 'JX')]
2840	평가다	[('평가', 'NNG'), ('다', 'JX')]
2841	나라는	[('나라', 'NNG'), ('는', 'JX')]
2842	##는지를	[('#', 'SW'), ('#', 'SW'), ('는', 'JX'), ('지르', 'VV'), ('ㄹ', 'ETM')]
2843	##함으로	[('#', 'SW'), ('#', 'SW'), ('함', 'NNG'), ('으로', 'JKB')]
2844	아나운	[('아', 'NNP'), ('나우', 'NNP'), ('ㄴ', 'JX')]
2845	##연은	[('#', 'SW'), ('#', 'SW'), ('연', 'NNP'), ('은', 'JX')]
2846	##님께	[('#', 'SW'), ('#', 'SW'), ('님', 'XSN'), ('께', 'JKB')]
2847	관계자들은	[('관계자', 'NNG'), ('들', 'XSN'), ('은', 'JX')]
2848	스트레스를	[('스트레스', 'NNG'), ('를', 'JKO')]
2849	##신으로	[('#', 'SW'), ('#', 'SW'), ('신', 'NNP'), ('으로', 'JKB')]
2850	사이트를	[('사이트', 'NNG'), ('를', 'JKO')]
2851	해외에서	[('해외', 'NNG'), ('에서', 'JKB')]
2852	스킬을	[('스키', 'NNP'), ('ㄹ', 'NA'), ('을', 'JKO')]
2853	##피탈	[('#', 'SW'), ('#', 'SW'), ('피타', 'NNP'), ('ㄹ', 'JKO')]
2854	뜻으로	[('뜻', 'NNG'), ('으로', 'JKB')]
2855	아직은	[('아직', 'MAG'), ('은', 'JX')]
2856	스폰	[('스포', 'NNP'), ('ㄴ', 'JX')]
2857	##토는	[('#', 'SW'), ('#', 'SW'), ('토', 'NNG'), ('는', 'JX')]
2858	시간과	[('시간', 'NNG'), ('과', 'JC')]
2859	대부분을	[('대부분', 'NNG'), ('을', 'JKO')]
2860	##문제를	[('#', 'SW'), ('#', 'SW'), ('문제', 'NNG'), ('를', 'JKO')]
2861	##일과	[('#', 'SW'), ('#', 'SW'), ('일', 'NNP'), ('과', 'JC')]
2862	벽에	[('벽', 'NNG'), ('에', 'JKB')]
2863	분위기다	[('분위기', 'NNG'), ('다', 'JX')]
2864	우위를	[('우위', 'NNG'), ('를', 'JKO')]
2865	학교의	[('학교', 'NNG'), ('의', 'JKG')]
2866	날을	[('날', 'NNG'), ('을', 'JKO')]
2867	##체계를	[('#', 'SW'), ('#', 'SW'), ('체계', 'NNG'), ('를', 'JKO')]
2868	연설을	[('연설', 'NNG'), ('을', 'JKO')]
2869	차례로	[('차례', 'NNG'), ('로', 'JKB')]
2870	문제다	[('문제', 'NNG'), ('다', 'JX')]
2871	실험을	[('실험', 'NNG'), ('을', 'JKO')]
2872	자신감을	[('자신감', 'NNG'), ('을', 'JKO')]
2873	시민의	[('시민', 'NNG'), ('의', 'JKG')]
2874	이외에	[('이외', 'NNG'), ('에', 'JKB')]
2875	대상은	[('대상', 'NNG'), ('은', 'JX')]
2876	##커의	[('#', 'SW'), ('#', 'SW'), ('크', 'VA'), ('어', 'EC'), ('의', 'JKG')]
2877	##국장은	[('#', 'SW'), ('#', 'SW'), ('국장', 'NNP'), ('은', 'JX')]
2878	일요일에	[('일요일', 'NNG'), ('에', 'JKB')]
2879	하늘을	[('하늘', 'NNG'), ('을', 'JKO')]
2880	이곳은	[('이곳', 'NP'), ('은', 'JX')]
2881	##더는	[('#', 'SW'), ('#', 'SW'), ('더', 'MAG'), ('는', 'JX')]
2882	##량에	[('#', 'SW'), ('#', 'SW'), ('량', 'NNB'), ('에', 'JKB')]
2883	지사는	[('지사', 'NNP'), ('는', 'JX')]
2884	요즘은	[('요즘', 'NNG'), ('은', 'JX')]
2885	도중에	[('도중', 'NNG'), ('에', 'JKB')]
2886	고객을	[('고객', 'NNG'), ('을', 'JKO')]
2887	마지막에	[('마지막', 'NNG'), ('에', 'JKB')]
2888	다음은	[('다음', 'NNG'), ('은', 'JX')]
2889	의원에	[('의원', 'NNG'), ('에', 'JKB')]
2890	##결과를	[('#', 'SW'), ('#', 'SW'), ('결과', 'NNP'), ('를', 'JKO')]
2891	차량의	[('차량', 'NNG'), ('의', 'JKG')]
2892	고객에게	[('고객', 'NNG'), ('에게', 'JKB')]
2893	부회장은	[('부회장', 'NNP'), ('은', 'JX')]
2894	##미에	[('#', 'SW'), ('#', 'SW'), ('미', 'NNP'), ('에', 'JKB')]
2895	진단을	[('진단', 'NNG'), ('을', 'JKO')]
2896	하에	[('하', 'NNG'), ('에', 'JKB')]
2897	친구를	[('친구', 'NNG'), ('를', 'JKO')]
2898	##조치를	[('#', 'SW'), ('#', 'SW'), ('조치', 'NNG'), ('를', 'JKO')]
2899	시신을	[('시신', 'NNG'), ('을', 'JKO')]
2900	홈페이지를	[('홈페이지', 'NNG'), ('를', 'JKO')]
2901	입에	[('입', 'NNG'), ('에', 'JKB')]
2902	장치를	[('장치', 'NNG'), ('를', 'JKO')]
2903	최후의	[('최후', 'NNG'), ('의', 'JKG')]
2904	칼을	[('칼', 'NNG'), ('을', 'JKO')]
2905	##량과	[('#', 'SW'), ('#', 'SW'), ('량', 'NNB'), ('과', 'JKB')]
2906	##정부는	[('#', 'SW'), ('#', 'SW'), ('정부', 'NNP'), ('는', 'JX')]
2907	##목에	[('#', 'SW'), ('#', 'SW'), ('목', 'NNG'), ('에', 'JKB')]
2908	단위로	[('단위', 'NNG'), ('로', 'JKB')]
2909	실수로	[('실수', 'NNG'), ('로', 'JKB')]
2910	측에서	[('측', 'NNB'), ('에서', 'JKB')]
2911	##년의	[('#', 'SW'), ('#', 'SW'), ('년', 'NNB'), ('의', 'JKG')]
2912	자의	[('자', 'NNB'), ('의', 'JKG')]
2913	##심과	[('#', 'SW'), ('#', 'SW'), ('심', 'NNP'), ('과', 'JC')]
2914	업체는	[('업체', 'NNG'), ('는', 'JX')]
2915	선수들은	[('선수', 'NNG'), ('들', 'XSN'), ('은', 'JX')]
2916	경력을	[('경력', 'NNG'), ('을', 'JKO')]
2917	한계를	[('한계', 'NNG'), ('를', 'JKO')]
2918	##레를	[('#', 'SW'), ('#', 'SW'), ('레', 'NNP'), ('를', 'JKO')]
2919	전망을	[('전망', 'NNG'), ('을', 'JKO')]
2920	당시에	[('당시', 'NNG'), ('에', 'JKB')]
2921	나폴	[('나포', 'NNG'), ('ㄹ', 'JKO')]
2922	명에	[('명', 'NNB'), ('에', 'JKB')]
2923	친구와	[('친구', 'NNG'), ('와', 'JC')]
2924	월요일에	[('월요일', 'NNP'), ('에', 'JKB')]
2925	##급으로	[('#', 'SW'), ('#', 'SW'), ('급', 'NNG'), ('으로', 'JKB')]
2926	게임은	[('게임', 'NNG'), ('은', 'JX')]
2927	##류는	[('#', 'SW'), ('#', 'SW'), ('류', 'NNP'), ('는', 'JX')]
2928	서로의	[('서로', 'NNG'), ('의', 'JKG')]
2929	전적으로	[('전적', 'NNG'), ('으로', 'JKB')]
2930	후보에	[('후보', 'NNG'), ('에', 'JKB')]
2931	##르다	[('#', 'SW'), ('#', 'SW'), ('르', 'NNG'), ('다', 'JX')]
2932	##야의	[('#', 'SW'), ('#', 'SW'), ('야', 'NNG'), ('의', 'JKG')]
2933	내용으로	[('내용', 'NNG'), ('으로', 'JKB')]
2934	##학년도	[('#', 'SW'), ('#', 'SW'), ('학년', 'NNG'), ('도', 'JX')]
2935	사이로	[('사이', 'NNG'), ('로', 'JKB')]
2936	내부에서	[('내부', 'NNG'), ('에서', 'JKB')]
2937	감사를	[('감사', 'NNG'), ('를', 'JKO')]
2938	단어를	[('단어', 'NNG'), ('를', 'JKO')]
2939	수단으로	[('수단', 'NNG'), ('으로', 'JKB')]
2940	행보를	[('행보', 'NNG'), ('를', 'JKO')]
2941	예전에	[('예전', 'NNG'), ('에', 'JKB')]
2942	##차례에	[('#', 'SW'), ('#', 'SW'), ('차례', 'NNP'), ('에', 'JKB')]
2943	##훈련을	[('#', 'SW'), ('#', 'SW'), ('훈련', 'NNP'), ('을', 'JKO')]
2944	효과적으로	[('효과', 'NNG'), ('적', 'XSN'), ('으로', 'JKB')]
2945	불편을	[('불편', 'NNG'), ('을', 'JKO')]
2946	긍정적으로	[('긍정', 'NNG'), ('적', 'XSN'), ('으로', 'JKB')]
2947	적으로	[('적', 'NNB'), ('으로', 'JKB')]
2948	##주에서	[('#', 'SW'), ('#', 'SW'), ('주', 'NNP'), ('에서', 'JKB')]
2949	모두를	[('모두', 'NNG'), ('를', 'JKO')]
2950	##디의	[('#', 'SW'), ('#', 'SW'), ('디', 'NNP'), ('의', 'JKG')]
2951	리그에서	[('리그', 'NNP'), ('에서', 'JKB')]
2952	모두에게	[('모두', 'NNG'), ('에게', 'JKB')]
2953	장관과	[('장관', 'NNG'), ('과', 'JC')]
2954	분노를	[('분노', 'NNG'), ('를', 'JKO')]
2955	수요일에	[('수요일', 'NNP'), ('에', 'JKB')]
2956	아내와	[('아내', 'NNG'), ('와', 'JC')]
2957	##류에	[('#', 'SW'), ('#', 'SW'), ('류', 'NNP'), ('에', 'JKB')]
2958	있기를	[('있', 'VV'), ('기', 'ETN'), ('를', 'JKO')]
2959	평화를	[('평화', 'NNG'), ('를', 'JKO')]
2960	예의	[('예', 'NNG'), ('의', 'JKG')]
2961	균형을	[('균형', 'NNG'), ('을', 'JKO')]
2962	##교육청은	[('#', 'SW'), ('#', 'SW'), ('교육청', 'NNG'), ('은', 'JX')]
2963	직원을	[('직원', 'NNG'), ('을', 'JKO')]
2964	초기에	[('초기', 'NNG'), ('에', 'JKB')]
2965	년의	[('년', 'NNB'), ('의', 'JKG')]
2966	##자리를	[('#', 'SW'), ('#', 'SW'), ('자리', 'NNP'), ('를', 'JKO')]
2967	안을	[('안', 'NNG'), ('을', 'JKO')]
2968	2위를	[('2', 'SN'), ('위', 'NNB'), ('를', 'JKO')]
2969	##T는	[('#', 'SW'), ('#', 'SW'), ('T', 'SL'), ('는', 'JX')]
2970	웃음을	[('웃음', 'NNG'), ('을', 'JKO')]
2971	우리도	[('우리', 'NP'), ('도', 'JX')]
2972	마음의	[('마음', 'NNG'), ('의', 'JKG')]
2973	별개로	[('별개', 'NNG'), ('로', 'JKB')]
2974	인력을	[('인력', 'NNG'), ('을', 'JKO')]
2975	정상회담을	[('정상회담', 'NNP'), ('을', 'JKO')]
2976	##으로만	[('#', 'SW'), ('#', 'SW'), ('으로', 'JKB'), ('만', 'JX')]
2977	아버지와	[('아버지', 'NNG'), ('와', 'JC')]
2978	국민들에게	[('국민', 'NNG'), ('들', 'XSN'), ('에게', 'JKB')]
2979	발전에	[('발전', 'NNG'), ('에', 'JKB')]
2980	대표로	[('대표', 'NNG'), ('로', 'JKB')]
2981	당을	[('당', 'NNG'), ('을', 'JKO')]
2982	##증은	[('#', 'SW'), ('#', 'SW'), ('증', 'NNG'), ('은', 'JX')]
2983	##레는	[('#', 'SW'), ('#', 'SW'), ('레', 'NNP'), ('는', 'JX')]
2984	경위를	[('경위', 'NNG'), ('를', 'JKO')]
2985	술에	[('술', 'NNG'), ('에', 'JKB')]
2986	동의를	[('동의', 'NNG'), ('를', 'JKO')]
2987	기술로	[('기술', 'NNG'), ('로', 'JKB')]
2988	기관의	[('기관', 'NNG'), ('의', 'JKG')]
2989	주말에	[('주말', 'NNP'), ('에', 'JKB')]
2990	영업을	[('영업', 'NNG'), ('을', 'JKO')]
2991	자체의	[('자체', 'NNG'), ('의', 'JKG')]
2992	승부를	[('승부', 'NNG'), ('를', 'JKO')]
2993	행사에서	[('행사', 'NNG'), ('에서', 'JKB')]
2994	##직에	[('#', 'SW'), ('#', 'SW'), ('직', 'NNG'), ('에', 'JKB')]
2995	대학에서	[('대학', 'NNG'), ('에서', 'JKB')]
2996	브리핑에서	[('브리핑', 'NNG'), ('에서', 'JKB')]
2997	정상적으로	[('정상', 'NNG'), ('적', 'XSN'), ('으로', 'JKB')]
2998	총리와	[('총리', 'NNG'), ('와', 'JC')]
2999	차량은	[('차량', 'NNG'), ('은', 'JX')]
3000	환경에	[('환경', 'NNG'), ('에', 'JKB')]
3001	시간의	[('시간', 'NNG'), ('의', 'JKG')]
3002	표정을	[('표정', 'NNG'), ('을', 'JKO')]
3003	동영상을	[('동영상', 'NNP'), ('을', 'JKO')]
3004	노선을	[('노선', 'NNG'), ('을', 'JKO')]
3005	예상보다	[('예상', 'NNG'), ('보다', 'JKB')]
3006	홈페이지에	[('홈페이지', 'NNP'), ('에', 'JKB')]
3007	화요일에	[('화요일', 'NNP'), ('에', 'JKB')]
3008	토요일에	[('토요일', 'NNG'), ('에', 'JKB')]
3009	지원에	[('지원', 'NNG'), ('에', 'JKB')]
3010	있긴	[('있', 'VV'), ('기', 'ETN'), ('ㄴ', 'JX')]
3011	##하기에는	[('#', 'SW'), ('#', 'SW'), ('하기', 'NNP'), ('에', 'JKB'), ('는', 'JX')]
3012	소비자들의	[('소비자', 'NNG'), ('들', 'XSN'), ('의', 'JKG')]
3013	중요성을	[('중요', 'XR'), ('성', 'XSN'), ('을', 'JKO')]
3014	구글은	[('구글', 'NNP'), ('은', 'JX')]
3015	어딘	[('어디', 'NP'), ('ㄴ', 'JX')]
3016	당국자는	[('당국자', 'NNG'), ('는', 'JX')]
3017	장소를	[('장소', 'NNG'), ('를', 'JKO')]
3018	타이틀을	[('타이틀', 'NNG'), ('을', 'JKO')]
3019	올해도	[('올해', 'NNG'), ('도', 'JX')]
3020	##기관에	[('#', 'SW'), ('#', 'SW'), ('기관', 'NNP'), ('에', 'JKB')]
3021	협조를	[('협조', 'NNG'), ('를', 'JKO')]
3022	논란의	[('논란', 'NNG'), ('의', 'JKG')]
3023	서울에	[('서울', 'NNP'), ('에', 'JKB')]
3024	##방은	[('#', 'SW'), ('#', 'SW'), ('방', 'NNP'), ('은', 'JX')]
3025	전체에	[('전체', 'NNG'), ('에', 'JKB')]
3026	##달러를	[('#', 'SW'), ('#', 'SW'), ('달러', 'NNP'), ('를', 'JKO')]
3027	##품으로	[('#', 'SW'), ('#', 'SW'), ('품', 'NNG'), ('으로', 'JKB')]
3028	전국에	[('전국', 'NNG'), ('에', 'JKB')]
